Repeat,Fold,gene_id
4,5,ENSG00000173376.14
4,5,ENSG00000077274.9
4,5,ENSG00000125255.7
4,5,ENSG00000050628.20
4,5,ENSG00000275385.2
4,5,ENSG00000125144.14
4,5,ENSG00000149294.17
4,5,ENSG00000004799.8
4,5,ENSG00000119630.14
4,5,ENSG00000163735.7
4,5,ENSG00000131400.8
4,5,ENSG00000006747.15
4,5,ENSG00000131482.10
4,5,ENSG00000112246.10
4,5,ENSG00000147614.4
5,1,ENSG00000164434.12
5,1,ENSG00000174358.16
5,1,ENSG00000012223.13
5,1,ENSG00000087494.16
5,1,ENSG00000153902.14
5,1,ENSG00000178776.5
5,1,ENSG00000131094.4
5,1,ENSG00000077274.9
5,1,ENSG00000185686.18
5,1,ENSG00000152377.14
5,1,ENSG00000087250.9
5,1,ENSG00000173376.14
5,1,ENSG00000125255.7
5,1,ENSG00000125144.14
5,1,ENSG00000149294.17
5,1,ENSG00000275385.2
5,1,ENSG00000163735.7
5,1,ENSG00000147003.7
5,1,ENSG00000163581.14
5,1,ENSG00000131482.10
5,1,ENSG00000167588.13
5,1,ENSG00000006747.15
5,1,ENSG00000131400.8
5,1,ENSG00000120645.12
5,1,ENSG00000163395.17
5,1,ENSG00000147614.4
5,2,ENSG00000081800.9
5,2,ENSG00000087494.16
5,2,ENSG00000257017.9
5,2,ENSG00000171759.10
5,2,ENSG00000012223.13
5,2,ENSG00000178776.5
5,2,ENSG00000179242.16
5,2,ENSG00000077274.9
5,2,ENSG00000173376.14
5,2,ENSG00000185686.18
5,2,ENSG00000125255.7
5,2,ENSG00000133063.16
5,2,ENSG00000050628.20
5,2,ENSG00000275385.2
5,2,ENSG00000087250.9
5,2,ENSG00000117472.10
5,2,ENSG00000149294.17
5,2,ENSG00000125144.14
5,2,ENSG00000163735.7
5,2,ENSG00000119125.17
5,2,ENSG00000167588.13
5,2,ENSG00000013588.9
5,2,ENSG00000119630.14
5,2,ENSG00000125848.10
5,2,ENSG00000133477.17
5,2,ENSG00000131400.8
5,2,ENSG00000108821.14
5,2,ENSG00000198075.10
5,2,ENSG00000140284.11
5,2,ENSG00000198074.10
5,2,ENSG00000058085.15
5,3,ENSG00000164434.12
5,3,ENSG00000174358.16
5,3,ENSG00000124564.17
5,3,ENSG00000012223.13
5,3,ENSG00000174564.13
5,3,ENSG00000153902.14
5,3,ENSG00000185686.18
5,3,ENSG00000178776.5
5,3,ENSG00000135205.15
5,3,ENSG00000077274.9
5,3,ENSG00000173376.14
5,3,ENSG00000091513.16
5,3,ENSG00000130427.3
5,3,ENSG00000050628.20
5,3,ENSG00000125255.7
5,3,ENSG00000125144.14
5,3,ENSG00000133063.16
5,3,ENSG00000149294.17
5,3,ENSG00000074276.10
5,3,ENSG00000117472.10
5,3,ENSG00000133477.17
5,3,ENSG00000147003.7
5,3,ENSG00000006747.15
5,3,ENSG00000131482.10
5,3,ENSG00000131730.16
5,3,ENSG00000167588.13
5,3,ENSG00000163735.7
5,3,ENSG00000133020.4
5,3,ENSG00000131400.8
5,3,ENSG00000170323.9
5,4,ENSG00000174358.16
5,4,ENSG00000142319.18
5,4,ENSG00000012223.13
5,4,ENSG00000019505.8
5,4,ENSG00000173376.14
5,4,ENSG00000087250.9
5,4,ENSG00000257335.8
5,4,ENSG00000152377.14
5,4,ENSG00000125255.7
5,4,ENSG00000135205.15
5,4,ENSG00000050628.20
5,4,ENSG00000077274.9
5,4,ENSG00000118514.14
5,4,ENSG00000125144.14
5,4,ENSG00000074276.10
5,4,ENSG00000275385.2
5,4,ENSG00000147003.7
5,4,ENSG00000163581.14
5,4,ENSG00000133477.17
5,4,ENSG00000167588.13
5,4,ENSG00000004939.15
5,4,ENSG00000170323.9
5,4,ENSG00000163735.7
5,4,ENSG00000131482.10
5,4,ENSG00000198910.14
5,4,ENSG00000198074.10
5,4,ENSG00000006747.15
5,5,ENSG00000164434.12
5,5,ENSG00000174358.16
5,5,ENSG00000102854.16
5,5,ENSG00000087494.16
5,5,ENSG00000241119.2
5,5,ENSG00000019505.8
5,5,ENSG00000174564.13
5,5,ENSG00000179242.16
5,5,ENSG00000173376.14
5,5,ENSG00000135205.15
5,5,ENSG00000178776.5
5,5,ENSG00000198734.12
5,5,ENSG00000125255.7
5,5,ENSG00000077274.9
5,5,ENSG00000087250.9
5,5,ENSG00000118514.14
5,5,ENSG00000125144.14
5,5,ENSG00000275385.2
5,5,ENSG00000163735.7
5,5,ENSG00000147003.7
5,5,ENSG00000117472.10
5,5,ENSG00000004799.8
5,5,ENSG00000133477.17
5,5,ENSG00000184908.18
5,5,ENSG00000006747.15
5,5,ENSG00000112246.10
5,5,ENSG00000135333.14
5,5,ENSG00000198075.10
5,5,ENSG00000108821.14
